,Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,LTM
"Число акций ао, млн",М.Видео,,,,,,,,,,,,,179.8,179.8,179.8,179.8,179.8,179.8,179.8,179.8,179.8,179.8,179.8
"Free Float, %",М.Видео,,,,,,,,,,,,,,,,,,,,,0.24,,
"Капитализация, млрд руб",М.Видео,,,,,,,,,0.0,0.0,0.0,0.0,43.7,53.6,22.2,48.3,69.7,74.6,73.7,93.2,128.6,78.7,29.0
"EV, млрд руб",М.Видео,,,,,,,,,0.0,0.0,0.0,0.0,43.7,42.0,-3.94,36.7,50.9,56.8,107.7,137.9,169.0,135.8,96.9
"Баланс стоимость, млрд руб",М.Видео,,,,,,,,,0.0,0.0,0.0,0.0,0.0,11.0,10.0,9.02,9.81,15.2,-37.4,-36.9,-37.2,-54.6,-59.8
"EPS, руб",М.Видео,,,,,,,,,,,,,0.0,31.7,45.5,25.3,30.9,38.7,42.9,50.6,36.4,13.2,10.1
"FCF/акцию, руб",М.Видео,,,,,,,,,,,,,0.0,0.0,126.0,-46.8,54.4,2.35,128.0,-12.5,71.9,-52.0,14.7
"BV/акцию, руб",М.Видео,,,,,,,,,,,,,0.0,61.2,55.8,50.2,54.5,84.3,-207.8,-205.3,-207.2,-303.9,-332.8
"Рентаб EBITDA, %",М.Видео,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.063,0.076,0.055,0.055999999999999994,0.06,0.071,0.073,0.068,0.037000000000000005,0.054000000000000006
"Чистая рентаб, %",М.Видео,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.039,0.047,0.027999999999999997,0.03,0.035,0.024,0.025,0.016,0.005,0.004
"Доходность FCF, %",М.Видео,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.021,-0.174,0.14,0.006,0.312,-0.024,0.10099999999999999,-0.11900000000000001,0.091
"ROE, %",М.Видео,,,,,,,,,,,,,,0.401,0.57,0.325,0.348,0.3,0.25,0.28300000000000003,0.195,0.10300000000000001,0.098
"ROA, %",М.Видео,,,,,,,,,,,,,,,0.08900000000000001,0.052000000000000005,0.055,0.057,0.027000000000000003,0.026000000000000002,0.017,0.005,0.006
P/E,М.Видео,,,,,,,,,,,,,,9.4,2.71,10.6,12.6,10.7,9.55,10.3,19.7,33.1,16.0
P/S,М.Видео,,,,,,,,,0.0,0.0,0.0,0.0,0.33,0.36,0.13,0.3,0.38,0.38,0.23,0.26,0.31,0.17,0.06
P/BV,М.Видео,,,,,,,,,,,,,,4.87,2.21,5.35,7.1,4.92,-1.97,-2.53,-3.45,-1.44,-0.48
EV/EBITDA,М.Видео,,,,,,,,,,,,,,4.47,-0.3,4.16,4.92,4.82,4.76,5.16,5.94,7.8,3.74
Долг/EBITDA,М.Видео,,,,,,,,,,,,,,-1.23,-1.99,-1.31,-1.81,-1.51,1.5,1.67,1.42,3.28,2.62
"Персонал, чел",М.Видео,,,,,,,,,,,,,,,,,,,,,18000.0,,
"Производительность труда, млн руб/чел/год",М.Видео,,,,,,,,,,,,,,,,,,,,,23.2,,
"Расходы/чел/год, тыс.р",М.Видео,,,,,,,,,,,,,,,,,,,,,1461.0,,
"R&D/CAPEX, %",М.Видео,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CAPEX/Выручка, %",М.Видео,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.03
Дата отчета,Магнит,,,,,,,,,,,,,,20.05.2018,20.05.2018,20.05.2018,20.05.2018,18.05.2018,07.02.2019,06.02.2020,04.02.2021,04.02.2022,19.08.2022
Валюта отчета,Магнит,,,,,,,,,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB
"Число магазинов, шт",Магнит,,,,,,,,,,,4055.0,5309.0,6884.0,8093.0,9711.0,12089.0,14059.0,16350.0,18348.0,20725.0,21564.0,26077.0,26731.0
"Открыто новых магазинов, шт",Магнит,,,,,,,,,,,,,,,1618.0,2378.0,1970.0,2291.0,1998.0,2377.0,839.0,4513.0,2039.0
"Общ. площадь магазинов, тыс. м2",Магнит,,,,,,,,,,,,,,3011.0,3591.0,4414.0,5068.0,5755.0,6425.0,7238.0,7497.0,8997.0,9258.0
"Сопоставимые продажи, LFL, %",Магнит,,,,,,,,,,,,,,,0.145,0.062,-0.003,-0.034,-0.025,0.004,0.07400000000000001,0.07,0.131
"Трафик, %",Магнит,,,,,,,,,,,,,,,0.045,-0.01,0.006999999999999999,-0.032,-0.026000000000000002,-0.023,-0.059000000000000004,-0.001,-0.016
"Средний чек, %",Магнит,,,,,,,,,,,,,,,0.096,0.07200000000000001,-0.009000000000000001,0.002,0.001,0.027999999999999997,0.141,0.071,0.15
"Средний чек, руб",Магнит,,,,,,,,,,,,,,,,,,,278.0,293.0,342.0,382.0,386.0
"Торговый оборот GMV, млрд руб",Магнит,,,,,,,,,,,,,,,,,,,,,,,25.5
"Количество заказов, млн",Магнит,,,,,,,,,,,,,,,,,,,,,,,23.0
"Выручка, млрд руб",Магнит,,,,,,,,,,,236.0,336.0,449.0,580.0,764.0,951.0,1070.0,1143.0,1237.0,1369.0,1554.0,1856.0,2171.0
"Операционная прибыль, млрд руб",Магнит,,,,,,,,,,,,,,,,270.8,80.8,57.9,72.2,59.2,88.4,108.9,125.9
"EBITDA, млрд руб",Магнит,,,,,,,,,,,,,,79.7,85.9,104.0,107.8,91.6,89.6,85.1,109.4,133.1,128.4
"Чистая прибыль, млрд руб",Магнит,,,,,,,,,,,10.2,13.4,24.7,36.6,47.7,59.1,54.4,35.5,33.9,17.1,33.0,48.1,60.8
"Операционный денежный поток, млрд руб",Магнит,,,,,,,,,,,,,,,,72.8,63.0,61.0,64.7,87.6,149.6,169.5,226.0
"CAPEX, млрд руб",Магнит,,,,,,,,,,,36.1,50.9,47.9,52.5,55.9,54.3,49.8,73.5,51.6,53.9,32.0,61.1,61.5
"FCF, млрд руб",Магнит,,,,,,,,,,,,,,14.0,33.0,52.2,57.0,17.3,11.5,-1.34,84.9,-3.94,18.7
"Див.выплата, млрд руб",Магнит,,,,,,,,,121.5,1.29,0.585,2.14,7.7,12.8,34.3,29.4,26.3,24.7,31.0,31.0,50.0,,30.0
"Дивиденд, руб/акцию",Магнит,,,,,,,,,1.46,14.82,6.57,22.93,81.35,135.21,362.94,310.47,278.13,251.01,304.16,304.19,490.62,,294.37
"Див доход, ао, %",Магнит,,,,,,,,,0.003,0.006999999999999999,0.002,0.008,0.017,0.015,0.037000000000000005,0.027999999999999997,0.025,0.04,0.087,0.08900000000000001,0.087,0.0,0.068
"Дивиденды/прибыль, %",Магнит,,,,,,,,,,,0.06,0.16,0.31,0.35,0.72,0.5,0.48,0.69,0.92,1.81,1.52,0.0,0.49
"Опер. расходы, млрд руб",Магнит,,,,,,,,,,,,,,,,,214.9,246.7,224.3,252.8,277.3,330.4,385.1
"Себестоимость, млрд руб",Магнит,,,,,,,,,,,,,,414.4,543.7,658.0,779.1,838.7,940.6,1057.0,1188.0,1417.0,1659.0
"Расх на персонал, млрд руб",Магнит,,,,,,,,,,,,,,,,76.7,92.7,103.0,105.6,117.6,168.6,199.1,230.6
"Процентные расходы, млрд руб",Магнит,,,,,,,,,,,,,,,,11.0,13.7,13.3,40.3,46.7,43.8,48.6,59.5
"Активы, млрд руб",Магнит,,,,,,,,,,,,,,,,404.2,454.9,526.3,883.2,948.7,945.4,1209.0,1208.0
"Чистые активы, млрд руб",Магнит,,,,,,,,,,,,,,126.2,143.7,165.1,196.1,259.3,253.7,188.5,182.9,179.0,208.4
"Долг, млрд руб",Магнит,,,,,,,,,,,,,,73.8,95.7,104.2,127.6,126.5,164.6,184.2,166.1,270.4,292.9
"Наличность, млрд руб",Магнит,,,,,,,,,,,,,,5.93,17.7,8.39,16.6,18.3,26.7,8.9,44.7,73.4,108.9
"Чистый долг, млрд руб",Магнит,,,,,,,,,0.0,0.0,0.0,0.0,0.0,67.8,78.0,95.8,111.0,108.1,137.9,175.3,121.4,197.0,184.0
"Цена акции ао, руб",Магнит,,,,,,,,,475.0,2162.0,4080.0,2826.0,4786.0,9240.0,9701.0,11228.0,11000.0,6340.0,3512.0,3425.0,5668.0,5446.0,4298.0
"Число акций ао, млн",Магнит,,,,,,,,,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,101.9,101.9,101.9,101.9,101.9,101.9
"Free Float, %",Магнит,,,,,,,,,,,,,0.5429999999999999,0.545,0.546,,0.634,0.66,0.71,0.7290000000000001,0.66,0.667,
"Инсайдерское владение, %",Магнит,,,,,,,,,,,,,,,,0.35200000000000004,,,,,,,
"Капитализация, млрд руб",Магнит,,,,,,,,,44.9,204.4,385.8,267.2,452.6,873.7,917.3,1062.0,1040.0,646.1,357.9,349.0,577.6,555.0,438.0
"EV, млрд руб",Магнит,,,,,,,,,44.9,204.4,385.8,267.2,452.6,941.6,995.3,1158.0,1151.0,754.2,495.7,524.3,699.0,752.0,622.0
"Баланс стоимость, млрд руб",Магнит,,,,,,,,,0.0,0.0,0.0,0.0,0.0,126.2,143.7,162.4,193.3,255.7,226.1,157.7,150.5,67.4,100.6
"EPS, руб",Магнит,,,,,,,,,0.0,0.0,108.3,141.2,261.6,387.1,504.3,624.6,574.9,348.7,332.3,168.1,323.7,472.0,596.5
"FCF/акцию, руб",Магнит,,,,,,,,,0.0,0.0,0.0,0.0,0.0,148.1,349.0,552.0,602.8,169.8,113.1,-13.1,832.8,-38.7,183.2
"BV/акцию, руб",Магнит,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1334.0,1519.0,1717.0,2044.0,2509.0,2219.0,1548.0,1477.0,661.8,987.3
"Рентаб EBITDA, %",Магнит,,,,,,,,,,,0.0,0.0,0.0,0.13699999999999998,0.11199999999999999,0.109,0.10099999999999999,0.08,0.07200000000000001,0.062,0.07,0.07200000000000001,0.059000000000000004
"Чистая рентаб, %",Магнит,,,,,,,,,,,0.043,0.04,0.055,0.063,0.062,0.062,0.051,0.031,0.027000000000000003,0.013000000000000001,0.021,0.026000000000000002,0.027999999999999997
"Доходность FCF, %",Магнит,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.016,0.036000000000000004,0.049,0.055,0.027000000000000003,0.032,-0.004,0.147,-0.006999999999999999,0.043
"ROE, %",Магнит,,,,,,,,,,,,,,0.29,0.332,0.358,0.27699999999999997,0.13699999999999998,0.134,0.091,0.18,0.26899999999999996,0.292
"ROA, %",Магнит,,,,,,,,,,,,,,,,0.146,0.11900000000000001,0.068,0.038,0.018000000000000002,0.035,0.04,0.05
P/E,Магнит,,,,,,,,,,,37.7,20.0,18.3,23.9,19.2,18.0,19.1,18.2,10.6,20.4,17.5,11.5,7.2
P/S,Магнит,,,,,,,,,,,1.63,0.8,1.01,1.51,1.2,1.12,0.97,0.57,0.29,0.26,0.37,0.3,0.2
P/BV,Магнит,,,,,,,,,,,,,,6.93,6.39,6.54,5.38,2.53,1.58,2.21,3.84,8.23,4.35
EV/EBITDA,Магнит,,,,,,,,,,,,,,11.8,11.6,11.1,10.7,8.23,5.53,6.16,6.39,5.65,4.84
Долг/EBITDA,Магнит,,,,,,,,,,,,,,0.85,0.91,0.92,1.03,1.18,1.54,2.06,1.11,1.48,1.43
"Персонал, чел",Магнит,,,,,,,,,,,123054.0,144520.0,181429.0,217258.0,257551.0,265982.0,271369.0,276000.0,295882.0,308432.0,316001.0,,359000.0
"Производительность труда, млн руб/чел/год",Магнит,,,,,,,,,,,1.92,2.32,2.47,2.67,2.97,3.58,3.94,4.14,4.18,4.44,4.92,,6.05
"Расходы/чел/год, тыс.р",Магнит,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,288.5,341.5,373.1,357.0,381.4,533.6,,642.2
"R&D/CAPEX, %",Магнит,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CAPEX/Выручка, %",Магнит,,,,,,,,,,,0.15,0.15,0.11,0.09,0.07,0.06,0.05,0.06,0.04,0.04,0.02,0.03,0.03
IR рейтинг,Магнит,,,,,,,,,,,,,,,,,,3.9,3.9,3.9,3.9,3.9,3.9
Качество фин.отчетности,Магнит,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0
Презентации для инвесторов,Магнит,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0
Присутствие на смартлабе,Магнит,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
Годовой отчет,Магнит,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0
Сайт для инвесторов,Магнит,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0
Календарь инвесторов,Магнит,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0
Обратная связь,Магнит,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
Дата отчета,Мать и Дитя (MD),,,,,,,,,,,,,,,,,25.04.2021,21.03.2019,25.03.2019,23.03.2020,22.03.2021,28.03.2022,05.09.2022
Валюта отчета,Мать и Дитя (MD),,,,,,,,,,,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB
"Выручка, млрд руб",Мать и Дитя (MD),,,,,,,,,,,2.04,2.91,4.06,5.67,7.2,9.51,12.2,13.8,14.9,16.2,19.1,25.2,25.4
"Операционная прибыль, млрд руб",Мать и Дитя (MD),,,,,,,,,,,,,,,,,2.72,3.23,3.01,3.13,4.5,6.62,5.09
"EBITDA, млрд руб",Мать и Дитя (MD),,,,,,,,,,,1.09,1.29,1.69,1.59,2.08,2.68,3.67,4.17,4.31,4.64,6.0,8.28,8.04
"Чистая прибыль, млрд руб",Мать и Дитя (MD),,,,,,,,,,,,,,,,1.77,2.28,2.7,2.83,2.64,4.2,6.0,5.78
"Чистая прибыль н/с, млрд руб",Мать и Дитя (MD),,,,,,,,,,,,,,,,,,,,,,,1.11
"Операционный денежный поток, млрд руб",Мать и Дитя (MD),,,,,,,,,,,,,,,,,3.86,4.19,4.05,4.96,6.52,8.5,7.83
"CAPEX, млрд руб",Мать и Дитя (MD),,,,,,,,,,,,,,,,1.07,2.22,3.46,3.69,3.96,3.9,3.79,3.84
"FCF, млрд руб",Мать и Дитя (MD),,,,,,,,,,,,,,,,2.82,1.73,0.432,0.5,0.11,2.19,4.29,3.84
"Див.выплата, млрд руб",Мать и Дитя (MD),,,,,,,,,,,,,0.293,0.173,0.305,0.537,0.623,0.802,0.8,1.39,2.14,,0.642
"Дивиденд, руб/акцию",Мать и Дитя (MD),,,,,,,,,,,,,3.9,2.3,3.92,7.36,8.3,10.5,10.65,18.5,28.8,,8.55
"Див доход, ао, %",Мать и Дитя (MD),,,,,,,,,,,,,,0.006,0.013000000000000001,0.019,0.013999999999999999,0.017,0.034,0.06,0.063,0.0,0.02
"Дивиденды/прибыль, %",Мать и Дитя (MD),,,,,,,,,,,,,,,,0.3,0.27,0.3,0.28,0.53,0.51,0.0,0.11
"Опер. расходы, млрд руб",Мать и Дитя (MD),,,,,,,,,,,,,,,,,2.06,2.17,2.54,2.65,2.62,3.37,4.87
"Себестоимость, млрд руб",Мать и Дитя (MD),,,,,,,,,,,,,,,,5.92,7.4,8.36,9.39,10.4,12.0,15.2,15.4
"Расх на персонал, млрд руб",Мать и Дитя (MD),,,,,,,,,,,,,,,,4.27,5.15,5.79,6.49,7.13,7.67,9.54,
"Процентные расходы, млрд руб",Мать и Дитя (MD),,,,,,,,,,,,,,,,0.367,0.265,0.261,0.362,0.405,0.38,0.363,0.173
"Активы, млрд руб",Мать и Дитя (MD),,,,,,,,,,,,,,,,,18.7,22.3,25.1,28.7,32.0,34.3,33.9
"Чистые активы, млрд руб",Мать и Дитя (MD),,,,,,,,,,,,,,,,11.1,12.3,14.1,15.7,17.5,19.6,22.8,23.9
"Долг, млрд руб",Мать и Дитя (MD),,,,,,,,,,,,,,,,,3.28,4.54,5.67,7.1,6.8,5.51,4.62
"Наличность, млрд руб",Мать и Дитя (MD),,,,,,,,,,,,,,,,,1.64,2.51,2.72,3.06,3.9,3.59,4.7
"Чистый долг, млрд руб",Мать и Дитя (MD),,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.64,2.04,2.95,4.04,2.9,1.92,-0.08
"Цена акции ао, руб",Мать и Дитя (MD),,,,,,,,,,,,,,371.0,308.0,386.0,579.0,604.8,314.0,308.0,457.4,798.9,422.3
"Число акций ао, млн",Мать и Дитя (MD),,,,,,,,,,,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1
"Free Float, %",Мать и Дитя (MD),,,,,,,,,,,,,,,,,0.223,0.223,0.223,0.223,0.223,0.321,
"Инсайдерское владение, %",Мать и Дитя (MD),,,,,,,,,,,,,,,,,0.679,0.679,0.679,0.679,0.679,,
"Капитализация, млрд руб",Мать и Дитя (MD),,,,,,,,,,,0.0,0.0,0.0,27.9,23.1,29.0,43.5,45.4,23.6,23.1,34.4,60.0,31.7
"EV, млрд руб",Мать и Дитя (MD),,,,,,,,,,,0.0,0.0,0.0,27.9,23.1,29.0,45.1,47.5,26.5,27.2,37.3,61.9,31.6
"Баланс стоимость, млрд руб",Мать и Дитя (MD),,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,11.1,9.91,11.8,13.4,15.3,17.4,20.7,21.9
"EPS, руб",Мать и Дитя (MD),,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,23.6,30.3,36.0,37.7,35.1,55.9,79.9,76.9
"FCF/акцию, руб",Мать и Дитя (MD),,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,37.5,23.1,5.75,6.66,1.46,29.1,57.1,51.0
"BV/акцию, руб",Мать и Дитя (MD),,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,147.6,131.9,157.2,178.5,204.3,231.5,275.4,291.9
"Рентаб EBITDA, %",Мать и Дитя (MD),,,,,,,,,,,0.5329999999999999,0.444,0.41700000000000004,0.28,0.289,0.281,0.301,0.303,0.289,0.287,0.314,0.32799999999999996,0.317
"Чистая рентаб, %",Мать и Дитя (MD),,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.18600000000000003,0.187,0.19699999999999998,0.19,0.163,0.22,0.23800000000000002,0.228
"Доходность FCF, %",Мать и Дитя (MD),,,,,,,,,,,,,,0.0,0.0,0.09699999999999999,0.04,0.01,0.021,0.005,0.064,0.071,0.121
"ROE, %",Мать и Дитя (MD),,,,,,,,,,,,,,,,0.16,0.184,0.191,0.18,0.15,0.214,0.263,0.242
"ROA, %",Мать и Дитя (MD),,,,,,,,,,,,,,,,,0.122,0.121,0.113,0.092,0.131,0.175,0.17
P/E,Мать и Дитя (MD),,,,,,,,,,,,,,,,16.4,19.1,16.8,8.33,8.77,8.18,10.0,5.49
P/S,Мать и Дитя (MD),,,,,,,,,,,0.0,0.0,0.0,4.91,3.21,3.05,3.57,3.3,1.58,1.43,1.8,2.38,1.25
P/BV,Мать и Дитя (MD),,,,,,,,,,,,,,,,2.62,4.39,3.85,1.76,1.51,1.98,2.9,1.45
EV/EBITDA,Мать и Дитя (MD),,,,,,,,,,,0.0,0.0,0.0,17.6,11.1,10.8,12.3,11.4,6.15,5.86,6.21,7.48,3.94
Долг/EBITDA,Мать и Дитя (MD),,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.49,0.68,0.87,0.48,0.23,-0.01
"Персонал, чел",Мать и Дитя (MD),,,,,,,,,,,,,2533.0,3989.0,5045.0,5673.0,6346.0,6801.0,7349.0,7752.0,8274.0,8461.0,8597.0
"Производительность труда, млн руб/чел/год",Мать и Дитя (MD),,,,,,,,,,,,,1.6,1.42,1.43,1.68,1.92,2.02,2.03,2.08,2.31,2.98,2.95
"Расходы/чел/год, тыс.р",Мать и Дитя (MD),,,,,,,,,,,,,0.0,0.0,0.0,752.9,811.5,850.9,883.7,919.9,927.0,1128.0,0.0
"R&D/CAPEX, %",Мать и Дитя (MD),,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CAPEX/Выручка, %",Мать и Дитя (MD),,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.11,0.18,0.25,0.25,0.24,0.2,0.15,0.15
Дата отчета,МГТС,,,,,,,,,,,,,,08.07.2018,08.07.2018,29.01.2020,24.04.2018,24.04.2018,29.04.2019,27.04.2020,23.03.2021,01.03.2022,22.08.2022
Валюта отчета,МГТС,,,,,,,,,,,RUB,,,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB
"Выручка, млрд руб",МГТС,,,,,,,,,,,,,,39.5,40.4,40.5,40.1,39.7,39.6,39.7,41.2,41.1,41.2
"Операционная прибыль, млрд руб",МГТС,,,,,,,,,,,,,,,,,10.9,9.21,13.2,17.5,14.3,15.6,12.9
"EBITDA, млрд руб",МГТС,,,,,,,,,,,,,,20.2,21.1,21.4,21.4,17.9,23.6,26.8,23.6,24.5,22.5
"Чистая прибыль, млрд руб",МГТС,,,,,,,,,,,,,,13.0,12.0,14.7,13.4,10.9,11.9,15.5,12.9,15.1,14.7
"Операционный денежный поток, млрд руб",МГТС,,,,,,,,,,,,,,,,,20.9,19.3,19.5,17.3,19.5,12.2,14.3
"CAPEX, млрд руб",МГТС,,,,,,,,,,,,,,,,8.6,7.17,6.51,6.06,7.77,7.61,5.05,5.54
"FCF, млрд руб",МГТС,,,,,,,,,,,,,,,,,15.9,14.6,16.0,12.2,15.0,9.63,9.9
"Див.выплата, млрд руб",МГТС,,,,,,,,,,,,,,,,,22.2,22.0,22.1,,,,
"Дивиденд, руб/акцию",МГТС,,,,,,,,,,,197.94,,,15.26,10.99,222.0,233.0,231.0,232.0,,,,
"Див доход, ао, %",МГТС,,,,,,,,,,,,,,,,0.46299999999999997,0.285,0.17,0.136,0.0,0.0,0.0,0.0
"Дивиденд ап, руб/акцию",МГТС,,,,,,,,,,,197.94,,,78.1,56.27,222.0,233.0,231.0,232.0,,,,
"Див доход, ап, %",МГТС,,,,,,,,,,,,,,,,0.41100000000000003,0.289,0.182,0.14300000000000002,0.0,0.0,0.0,0.0
"Дивиденды/прибыль, %",МГТС,,,,,,,,,,,,,,0.0,0.0,0.0,1.65,2.02,1.86,0.0,0.0,0.0,0.0
"Опер. расходы, млрд руб",МГТС,,,,,,,,,,,,,,,,,,,4.4,10.1,13.2,9.4,11.2
"Себестоимость, млрд руб",МГТС,,,,,,,,,,,,,,11.0,12.9,13.2,13.4,14.0,22.1,12.1,13.7,16.2,17.1
"Расх на персонал, млрд руб",МГТС,,,,,,,,,,,,,,,,,9.4,10.4,9.06,8.98,8.28,9.19,9.39
"Процентные расходы, млрд руб",МГТС,,,,,,,,,,,,,,,,,,,1.01,1.32,1.42,1.15,1.15
"Активы, млрд руб",МГТС,,,,,,,,,,,,,,,,122.8,115.3,104.6,106.5,108.4,123.6,131.9,136.0
"Чистые активы, млрд руб",МГТС,,,,,,,,,,,,,,74.0,86.4,107.1,99.5,88.2,80.1,71.6,84.7,99.7,109.3
"Долг, млрд руб",МГТС,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.113,1.33,1.49,1.26,1.42,0.0
"Наличность, млрд руб",МГТС,,,,,,,,,,,,,,6.45,1.01,0.359,0.473,0.352,0.453,0.458,3.89,2.42,1.68
"Чистый долг, млрд руб",МГТС,,,,,,,,,,,0.0,,,-6.45,-1.01,-0.36,-0.47,-0.24,0.87,1.03,-2.63,-1.0,-1.68
"Цена акции ао, руб",МГТС,,,,,,,,,,,,,,,,480.0,818.0,1360.0,1700.0,1940.0,2240.0,2035.0,1360.0
"Число акций ао, млн",МГТС,,,,,,,,,,,79.8,,,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8
"Цена акции ап, руб",МГТС,,,,,,,,,,,,,,,,540.0,807.0,1269.0,1618.0,1930.0,1876.0,1178.0,864.0
"Число акций ап, млн",МГТС,,,,,,,,,,,15.5,,,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5
"Капитализация, млрд руб",МГТС,,,,,,,,,,,0.0,,,0.0,0.0,46.7,77.8,128.2,160.8,184.8,207.9,180.7,121.9
"EV, млрд руб",МГТС,,,,,,,,,,,0.0,,,-6.45,-1.01,46.3,77.3,128.0,161.6,185.8,205.2,179.7,120.3
"Баланс стоимость, млрд руб",МГТС,,,,,,,,,,,0.0,,,74.0,86.4,103.8,96.4,85.2,76.5,67.3,80.2,95.6,105.5
"EPS, руб",МГТС,,,,,,,,,,,0.0,,,162.9,150.4,184.3,168.0,136.7,149.0,194.4,161.9,189.5,184.5
"FCF/акцию, руб",МГТС,,,,,,,,,,,0.0,,,0.0,0.0,0.0,199.1,182.6,200.8,153.2,188.0,120.7,124.0
"BV/акцию, руб",МГТС,,,,,,,,,,,0.0,,,926.8,1082.0,1301.0,1208.0,1067.0,958.1,843.5,1005.0,1198.0,1322.0
"Рентаб EBITDA, %",МГТС,,,,,,,,,,,,,,0.511,0.521,0.528,0.532,0.45,0.595,0.6729999999999999,0.573,0.596,0.545
"Чистая рентаб, %",МГТС,,,,,,,,,,,,,,0.32899999999999996,0.297,0.363,0.33399999999999996,0.275,0.3,0.391,0.314,0.368,0.35700000000000004
"Доходность FCF, %",МГТС,,,,,,,,,,,,,,,,0.0,0.243,0.134,0.11800000000000001,0.079,0.084,0.059000000000000004,0.091
"ROE, %",МГТС,,,,,,,,,,,,,,0.17600000000000002,0.139,0.13699999999999998,0.135,0.124,0.14800000000000002,0.217,0.153,0.152,0.135
"ROA, %",МГТС,,,,,,,,,,,,,,,,0.12,0.11599999999999999,0.10400000000000001,0.11199999999999999,0.14300000000000002,0.105,0.115,0.10800000000000001
P/E,МГТС,,,,,,,,,,,,,,0.0,0.0,3.17,5.8,11.7,13.5,11.9,16.1,11.9,8.28
P/S,МГТС,,,,,,,,,,,,,,0.0,0.0,1.15,1.94,3.23,4.06,4.65,5.05,4.39,2.96
P/BV,МГТС,,,,,,,,,,,,,,0.0,0.0,0.45,0.81,1.51,2.1,2.74,2.59,1.89,1.16
EV/EBITDA,МГТС,,,,,,,,,,,,,,-0.32,-0.05,2.17,3.62,7.15,6.86,6.94,8.7,7.33,5.35
Долг/EBITDA,МГТС,,,,,,,,,,,,,,-0.32,-0.05,-0.02,-0.02,-0.01,0.04,0.04,-0.11,-0.04,-0.07
"R&D/CAPEX, %",МГТС,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CAPEX/Выручка, %",МГТС,,,,,,,,,,,,,,0.0,0.0,0.21,0.18,0.16,0.15,0.2,0.18,0.12,0.13
Дата отчета,Мечел,,,,,,,,,,,,,,08.07.2018,30.06.2018,30.06.2018,30.06.2018,01.06.2018,21.03.2019,19.03.2020,11.03.2021,01.03.2022,01.03.2022
Валюта отчета,Мечел,,,,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB
"Производство стали, млн т",Мечел,,,,,,,,,,,,,,,,4.32,4.25,4.27,3.88,3.61,3.66,3.54,3.67
"Пр-во продукции, млн т",Мечел,,,,,,,,,,,,,,,,,,,,,3.53,3.16,3.26
"Выручка, млрд руб",Мечел,,,,,,,,,,,,,,273.1,244.0,253.1,276.1,299.1,312.6,287.3,265.5,402.1,402.1
